Stage,Subject,Outcome,Focus Area,Focus Group,Content Group,Content Point
2,Mathematics,Measurement and Space,Geometric measure B,Angles,Compare angles to a right angle,"Describe angles in comparison to quarter-turns as acute, right, obtuse, straight, reflex or a revolution"
2,Mathematics,Measurement and Space,Geometric measure B,Angles,Compare angles to a right angle,Identify the arms and vertex of an angle where one arm is visible and the other arm is invisible
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Compare and describe features of two-dimensional shapes,"Describe and compare two-dimensional shapes, including parallelograms, rectangles, rhombuses, squares, trapeziums and kites"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Compare and describe features of two-dimensional shapes,Identify and describe polygons that have parallel sides and those that do not
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Compare and describe features of two-dimensional shapes,Identify quadrilaterals that have all sides equal in length
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Compare and describe features of two-dimensional shapes,Identify right angles in shapes
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Compare and describe features of two-dimensional shapes,Group quadrilaterals using one or more attributes
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,"Transform shapes by reflecting, translating and rotating","Identify lines of symmetry in pictures, artefacts, designs and the environment"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,"Transform shapes by reflecting, translating and rotating",Draw lines of symmetry on given shapes and identify quadrilaterals that do not have lines of symmetry
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,"Transform shapes by reflecting, translating and rotating","Create and record tessellating designs by reflecting, translating and rotating triangles"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,"Transform shapes by reflecting, translating and rotating","Apply and describe amounts of rotation including half-turns, quarter-turns and three-quarter-turns when creating designs"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Create the array structure of area using squares (1 cm × 1 cm) in rows and columns
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Recognise that area can be measured in square centimetres
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Discuss strategies to estimate area in square centimetres
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Explain how the grid structure of rows and columns helps to find the area (Reasons about spatial structure)
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Estimate and measure the areas of squares and rectangles (within the range of 100 square centimetres)
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Record area in square centimetres using numerals and words
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square centimetres to measure and estimate the areas of rectangles,Use efficient strategies for counting large numbers of square centimetres
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square metres to measure and estimate the areas of rectangles,Recognise the need for a formal unit larger than the square centimetre to measure area
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square metres to measure and estimate the areas of rectangles,Construct a square metre and use it to measure the areas of large squares and rectangles
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square metres to measure and estimate the areas of rectangles,Recognise that an area of one square metre need not be a square (Reasons about spatial structure)
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square metres to measure and estimate the areas of rectangles,Record areas in square metres using numerals and words
2,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use square metres to measure and estimate the areas of rectangles,Estimate the areas of squares and rectangles in square metres
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,Create two-dimensional shapes that result from combining and splitting common shapes,"Combine common two-dimensional shapes, including quadrilaterals, to form other common shapes or designs"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,Create two-dimensional shapes that result from combining and splitting common shapes,Split a given shape into 2 or more common shapes and describe the result
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,Create two-dimensional shapes that result from combining and splitting common shapes,Record the arrangements of common shapes used to create other shapes
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,Create symmetrical patterns and shapes,"Create and record tessellating designs by reflecting, translating and rotating triangles or quadrilaterals"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,Create symmetrical patterns and shapes,"Apply and describe amounts of rotation, including half-turns, quarter-turns and three-quarter-turns, when creating designs"
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Measure the areas of shapes using the grid structure,Measure the areas of rectangles and right-angled triangles using a square-centimetre grid overlay
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Measure the areas of shapes using the grid structure,Estimate the areas of shapes found in the environment using efficient strategies (non-count-by-one) with a grid overlay
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Measure the areas of shapes using the grid structure,Recognise that rectangles with different side lengths can have the same area
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Compare surfaces using familiar metric units of area,Estimate before measuring to determine the larger of 2 rectangular areas in square centimetres
2,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Compare surfaces using familiar metric units of area,Estimate before measuring to determine the larger of 2 rectangular areas in square metres
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Make models of three-dimensional objects to compare and describe key features,"Identify the differences between prisms (including cubes), pyramids and cylinders"
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Make models of three-dimensional objects to compare and describe key features,"Construct models of prisms, pyramids and cylinders using physical or virtual manipulatives, identifying their features"
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Make models of three-dimensional objects to compare and describe key features,Deconstruct everyday packages that are prisms (including cubes) to create nets
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Make models of three-dimensional objects to compare and describe key features,Investigate the variety of nets that can be used to create a particular prism
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Recognise the need for formal units to measure capacity (internal volume) accurately
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Use the litre as a unit to measure capacities (internal volumes) to the nearest litre
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Relate the litre to familiar everyday containers
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Recognise that one-litre containers can be a variety of shapes (Reasons about spatial structure)
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Record capacities (internal volumes) using the abbreviation for litres (L)
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Measure and order containers using litres,Estimate the capacity (internal volume) of a container in litres and check by measuring
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Compare objects using familiar metric units of volume,Construct rectangular prisms using cubic-centimetre blocks and describe the volumes in terms of layers
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Compare objects using familiar metric units of volume,Record volumes using numerals and words
2,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Compare objects using familiar metric units of volume,Compare the volumes of 2 or more objects made from cubic-centimetre blocks
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Connect three-dimensional objects and two-dimensional representations,"Identify features of prisms and pyramids (faces, vertices and edges) and cylinders (curved/flat surfaces and boundaries) from images"
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Connect three-dimensional objects and two-dimensional representations,"Create sketches of rectangular prisms and pyramids, showing depth"
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Connect three-dimensional objects and two-dimensional representations,"Create sketches of three-dimensional objects from different views, including top, front and side views (Reasons about spatial relations)"
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Connect three-dimensional objects and two-dimensional representations,Draw different views on isometric grids of an object constructed from connecting cubes
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Connect three-dimensional objects and two-dimensional representations,Interpret given drawings to make models of three-dimensional objects using connecting cubes (Reasons about spatial visualisation)
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Recognise the need for a formal unit smaller than the litre to measure capacity (internal volume)
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Use a scaled instrument to relate 1000 millilitres to one litre
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Relate benchmark values to familiar everyday containers
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Calibrate a container by marking 100 mL increments to measure capacity (internal volume) to the nearest 100 mL
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Record capacity (internal volume) using the abbreviation for millilitres (mL) and litres (L)
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),Compare and order the capacities (internal volumes) of 2 or more containers measured in millilitres
2,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use scaled instruments to measure and compare capacities (internal volumes),"Estimate the capacity (internal volume) of a container to common benchmark values, such as 250 mL, and check by measuring"
2,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Compare objects using the kilogram,Recognise the need for a formal unit to measure mass
2,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Compare objects using the kilogram,Identify familiar objects that have a mass of about one kilogram
2,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Compare objects using the kilogram,Record masses using the abbreviation for kilograms (kg)
2,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Compare objects using the kilogram,"Find objects that have an estimated mass of more than, less than and about the same as one kilogram and check by comparing to a 1 kg mass"
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Use minutes to describe the duration of events
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Identify 30 minutes as being a half-hour and 60 minutes as an hour
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Connect the quarter-hour to 15 minutes
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Recognise that the position of the numerals on an analog timepiece often represents 2 different values
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Recognise that 5-minute intervals (corresponding to the hour markers) are used as benchmarks to read time on an analog clock
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Read time as past the hour to half-past and then towards the hour
2,Mathematics,Measurement and Space,Non-spatial measure A,Time,Represent and read analog time,Read analog clocks to the minute
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Recognise the need for a formal unit smaller than the kilogram
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Use a scaled instrument to relate 1000 grams to one kilogram
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Identify familiar objects that could be measured in grams
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Measure and record mass in grams (g) using a scaled instrument
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Compare 2 or more objects by mass measured in kilograms and grams using a set of scales
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,"Interpret commonly used fractions of a kilogram, including 1/2, 1/4, 1/3, and relate these to the number of grams"
2,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Use scaled instruments to measure and compare masses,Record masses greater than a kilogram using kilograms and grams
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Represent and interpret digital time displays,Identify situations where duration is measured in seconds
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Represent and interpret digital time displays,"Read or set the time on digital devices to the minute or second, recognising there are 60 seconds in one minute"
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Represent and interpret digital time displays,Recognise that the hour is read first in a digital display
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Represent and interpret digital time displays,Determine the time remaining until the next hour on a digital clock
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Use am and pm notation,Record times using the colon notation with am and pm to distinguish between morning and evening
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Use am and pm notation,Relate the terms midday or noon and midnight to am and pm
2,Mathematics,Measurement and Space,Non-spatial measure B,Time,Use am and pm notation,Relate analog notation to digital notation for time
2,Mathematics,Statistics and Probability,Data A,Data A,Collect discrete data,Pose questions about a matter of interest to obtain information that can be recorded in categories
2,Mathematics,Statistics and Probability,Data A,Data A,Collect discrete data,Collect data from identified sources
2,Mathematics,Statistics and Probability,Data A,Data A,Collect discrete data,Predict and create a list of categories for efficient data collection in relation to a matter of interest
2,Mathematics,Statistics and Probability,Data A,Data A,Organise and display data using tables and graphs,Create a list or table to organise the data
2,Mathematics,Statistics and Probability,Data A,Data A,Organise and display data using tables and graphs,Construct column graphs (with scale intervals of 1) and dot plots using relevant software where appropriate
2,Mathematics,Statistics and Probability,Data A,Data A,Organise and display data using tables and graphs,"Mark equal spaces (intervals) on axes, name and label axes and choose appropriate titles for column graphs"
2,Mathematics,Statistics and Probability,Data A,Data A,Interpret and compare data,Describe and interpret information presented in tally tables and column graphs
2,Mathematics,Statistics and Probability,Data A,Data A,Interpret and compare data,Investigate how data is interpreted to make decisions
2,Mathematics,Statistics and Probability,Data A,Data A,Interpret and compare data,Represent the same dataset using more than one type of display and compare the displays (Statistical reasoning)
2,Mathematics,Statistics and Probability,Data B,Data B,Select and trial methods for data collection,"Create a survey and related recording sheet, considering the appropriate organisation of categories for data collection"
2,Mathematics,Statistics and Probability,Data B,Data B,Select and trial methods for data collection,Refine survey questions as necessary after a small trial
2,Mathematics,Statistics and Probability,Data B,Data B,Select and trial methods for data collection,Conduct a survey or make observations to collect categorical or numerical data
2,Mathematics,Statistics and Probability,Data B,Data B,Select and trial methods for data collection,Compare the effectiveness of different methods of collecting and recording data
2,Mathematics,Statistics and Probability,Data B,Data B,Construct and interpret data displays with many-to-one scales,Use a given many-to-one scale to represent discrete data in column graphs
2,Mathematics,Statistics and Probability,Data B,Data B,Construct and interpret data displays with many-to-one scales,Use data in a spreadsheet to create column graphs with units on vertical axes that are in multiples
2,Mathematics,Statistics and Probability,Data B,Data B,Construct and interpret data displays with many-to-one scales,Interpret and evaluate the effectiveness of various data displays found in media and in factual texts where displays represent data using a scale of many-to-one
2,Mathematics,Statistics and Probability,Chance A,Chance A,Identify possible outcomes from chance experiments,Use the term outcome to describe any possible result of a chance experiment
2,Mathematics,Statistics and Probability,Chance A,Chance A,Identify possible outcomes from chance experiments,Record all possible outcomes in a chance experiment where the outcomes are equally likely
2,Mathematics,Statistics and Probability,Chance A,Chance A,Identify possible outcomes from chance experiments,Record all possible combinations in a chance situation where the outcomes are equally likely
2,Mathematics,Statistics and Probability,Chance A,Chance A,Identify possible outcomes from chance experiments,Predict the number of times each outcome might occur in a chance experiment involving a set number of trials (Probabilistic reasoning)
2,Mathematics,Statistics and Probability,Chance A,Chance A,Identify possible outcomes from chance experiments,Conduct experiments and compare the predicted and actual results where the outcomes are equally likely
2,Mathematics,Statistics and Probability,Chance B,Chance B,Describe the likelihood of outcomes of chance events,"Use the terms equally likely, likely and unlikely to describe the chance of everyday events occurring"
2,Mathematics,Statistics and Probability,Chance B,Chance B,Describe the likelihood of outcomes of chance events,"Compare the likelihood of obtaining particular outcomes in a simple chance experiment by predicting, conducting the experiment and comparing the results with the prediction"
2,Mathematics,Statistics and Probability,Chance B,Chance B,Identify when events are affected by previous events,Identify and discuss events where the chance of one event occurring will not be affected by the occurrence of the other
2,Mathematics,Statistics and Probability,Chance B,Chance B,Identify when events are affected by previous events,Compare events where the chance of one event occurring is affected by the occurrence of the other (Reasons about relations)
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Recognise, represent and order numbers in the millions","Name millions using the place value grouping of ones, tens and hundreds"
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Recognise, represent and order numbers in the millions",Arrange numbers in the millions in ascending and descending order using place value
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Recognise, represent and order numbers in the millions",Round numbers to a specified place value
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Apply place value to partition, regroup and rename numbers to 1 billion",Recognise 1000 thousands is 1 million and 1000 millions is 1 billion
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Apply place value to partition, regroup and rename numbers to 1 billion",Regroup numbers in different forms (Reasons about quantity)
3,Mathematics,Number and Algebra,Represents numbers A,Whole numbers,"Apply place value to partition, regroup and rename numbers to 1 billion",Partition numbers to 1 billion in non-standard forms
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,Recognise that the place value system can be extended beyond hundredths,Express thousandths as decimals
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,Recognise that the place value system can be extended beyond hundredths,Interpret decimal notation for thousandths
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,Recognise that the place value system can be extended beyond hundredths,Indicate the place value of digits in decimal numbers of up to 3 decimal places
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,Recognise that the place value system can be extended beyond hundredths,Use place value to partition decimals
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,"Compare, order and represent decimals",Compare and order decimal numbers of up to 3 decimal places
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,"Compare, order and represent decimals",Interpret zero digit(s) at the end of a decimal
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,"Compare, order and represent decimals",Compare the place value of digits by determining numbers that are 10 or 100 times the original decimal number as well as 1/10 or 1/100 times the original decimal numbers
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,"Compare, order and represent decimals",Approximate the size of decimals
3,Mathematics,Number and Algebra,Represents numbers A,Decimals and percentages,"Compare, order and represent decimals",Place decimal numbers of up to 3 decimal places on a number line
3,Mathematics,Number and Algebra,Represents numbers B,Whole numbers,Locate and represent integers on a number line,Recognise the location of negative whole numbers in relation to zero and place them on a number line
3,Mathematics,Number and Algebra,Represents numbers B,Whole numbers,Locate and represent integers on a number line,Use the term integers to describe positive and negative whole numbers and zero
3,Mathematics,Number and Algebra,Represents numbers B,Whole numbers,Locate and represent integers on a number line,Interpret integers in everyday contexts
3,Mathematics,Number and Algebra,Represents numbers B,Whole numbers,Locate and represent integers on a number line,Recognise that negative whole numbers can result from subtraction (Reasons about quantity)
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Make connections between benchmark fractions, decimals and percentages",Recognise that the symbol % means percent and 100% is the whole amount
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Make connections between benchmark fractions, decimals and percentages","Recall commonly used equivalent percentages, decimals and fractions including 1/2, 1/4, and 3/4"
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Make connections between benchmark fractions, decimals and percentages",Represent common percentages of quantities and lengths as fractions and decimals
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Make connections between benchmark fractions, decimals and percentages",Recognise that 10% is one-tenth of 100% and use this to find 10% of a quantity (Reasons about relations)
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Determine percentage discounts of 10%, 25% and 50%","Equate 10% to dividing by 10, 25% to finding a quarter by dividing by 4, and 50% to finding half"
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Determine percentage discounts of 10%, 25% and 50%","Use mental strategies to estimate discounts of 10%, 25% and 50%"
3,Mathematics,Number and Algebra,Represents numbers B,Decimals and percentages,"Determine percentage discounts of 10%, 25% and 50%","Calculate the sale price of an item after a discount of 10%, 25% and 50%"
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Apply efficient mental and written strategies to solve addition and subtraction problems,"Solve word problems, including multistep problems"
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Apply efficient mental and written strategies to solve addition and subtraction problems,"Apply known strategies such as levelling, addition for subtraction, using constant difference, and bridging (Reasons about relations)"
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Apply efficient mental and written strategies to solve addition and subtraction problems,Use place value to add or subtract 3 or more numbers with different numbers of digits
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Apply efficient mental and written strategies to solve addition and subtraction problems,Determine when it would be more efficient to use a calculator to add numbers
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Apply efficient mental and written strategies to solve addition and subtraction problems,Identify efficient and inefficient multidigit subtraction strategies
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Use estimation and place value understanding to determine the reasonableness of solutions,Round numbers appropriately when obtaining estimates to numerical calculations
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Use estimation and place value understanding to determine the reasonableness of solutions,Use place value understanding to check for errors in calculations
3,Mathematics,Number and Algebra,Additive relations A,Additive relations A,Use estimation and place value understanding to determine the reasonableness of solutions,Use estimation to check the reasonableness of solutions to addition and subtraction calculations
3,Mathematics,Number and Algebra,Additive relations B,Additive relations B,Choose and use efficient strategies to solve addition and subtraction problems,"Solve multistep word problems, including problems that require more than one operation"
3,Mathematics,Number and Algebra,Additive relations B,Additive relations B,Choose and use efficient strategies to solve addition and subtraction problems,"Compare, evaluate and communicate strategies used to solve addition and subtraction problems"
3,Mathematics,Number and Algebra,Additive relations B,Additive relations B,Applies known strategies to add and subtract decimals,Model the addition and subtraction of decimals up to 3 decimal places using appropriate representations
3,Mathematics,Number and Algebra,Additive relations B,Additive relations B,Applies known strategies to add and subtract decimals,Solve word problems involving the addition and subtraction of decimals up to 3 decimal places
3,Mathematics,Number and Algebra,Additive relations B,Additive relations B,Applies known strategies to add and subtract decimals,Justify why the strategy used to solve addition and subtraction word problems is appropriate (Reasons about quantity)
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Determine products and factors,Use the term product to describe the result of multiplying 2 or more numbers
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Determine products and factors,Model different ways to show a whole number as a product (Reasons about structure)
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Determine products and factors,Determine factors for a given whole number
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Determine products and factors,"Determine whether a number is prime, composite or neither (0 or 1)"
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers","Use mental strategies to multiply one-digit numbers by 10, 100, 1000 and their multiples"
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers",Estimate the product of 2 numbers (one-digit by 2- or 3-digit numbers) using multiples of 10 or 100
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers",Use informal written strategies such as the area model to solve multiplication and division problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers",Use the distributive property with the area model to partition numbers in representing multiplication problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers","Use the distributive property with partial products to solve problems by multiplying the hundreds, then the tens and then the ones"
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,"Use partitioning and place value to multiply 2-, 3- and 4-digit numbers by one-digit numbers",Record the product of multiplying by a one-digit number using a formal algorithm
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply mental and written strategies to multiply 2- and 3-digit numbers by 2-digit numbers,Factorise numbers to aid mental multiplication
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply mental and written strategies to multiply 2- and 3-digit numbers by 2-digit numbers,Extend the area model to represent 2-digit by 2-digit multiplication
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply mental and written strategies to multiply 2- and 3-digit numbers by 2-digit numbers,Use a multiplication algorithm with understanding (Reasons about relations)
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply mental and written strategies to multiply 2- and 3-digit numbers by 2-digit numbers,Solve multiplication word problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Represent and solve division problems with whole number remainders,"Model division, including where the answer involves a remainder, using materials or diagrams"
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Represent and solve division problems with whole number remainders,Record remainders in words to division problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Represent and solve division problems with whole number remainders,Use known multiplication fact families to solve division problems for which answers may include a remainder
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Represent and solve division problems with whole number remainders,Use the term quotient to describe the result of a division calculation
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Represent and solve division problems with whole number remainders,Show the connection between division and multiplication involving the divisor and quotient
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply strategies to divide a number with 3 or more digits by a one-digit divisor,Estimate the result of dividing by a one-digit divisor
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply strategies to divide a number with 3 or more digits by a one-digit divisor,Use knowledge of multiples to partition as appropriate and divide
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply strategies to divide a number with 3 or more digits by a one-digit divisor,Apply and record appropriate strategies to solve division word problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply strategies to divide a number with 3 or more digits by a one-digit divisor,Use and interpret remainders in solutions to division problems
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Select and apply strategies to divide a number with 3 or more digits by a one-digit divisor,Use digital technologies to divide whole numbers by one- and 2-digit divisors
3,Mathematics,Number and Algebra,Multiplicative relations A,Multiplicative relations A,Use estimation and rounding to check the reasonableness of answers to calculations,Use estimation to check the reasonableness of answers to multiplication and division calculations
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Select and apply strategies to solve problems involving multiplication and division with whole numbers,Select and use efficient strategies to multiply whole numbers of up to 4 digits by one- and 2-digit numbers
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Select and apply strategies to solve problems involving multiplication and division with whole numbers,Solve word problems involving rates using multiplication and division (Reasons about relations)
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Select and apply strategies to solve problems involving multiplication and division with whole numbers,Determine why different division questions have the same answer (Reasons about relations)
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Multiply and divide decimals by powers of 10,Use mental strategies to multiply benchmark decimals by single-digit numbers
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Multiply and divide decimals by powers of 10,Compare the relative place value of digits to multiply and divide a decimal by powers of 10
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Multiply and divide decimals by powers of 10,Estimate the product of a decimal and a whole number to determine the magnitude of a calculator answer
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Use equivalent number sentences involving multiplication and division to find unknown quantities,Complete number sentences that involve more than one operation by calculating missing numbers
